"Date","Open","High","Low","Close","Adj.Close","Volume","TypicalPrice"
"2016-03-02",100.510002,100.889999,99.639999,100.75,95.670914,33169600,98.7336373333333
"2016-03-03",100.580002,101.709999,100.449997,101.5,96.383095,36955700,99.5143636666667
"2016-03-04",102.370003,103.75,101.370003,103.010002,97.816986,46055100,100.978996333333
"2016-03-07",102.389999,102.830002,100.959999,101.870003,96.734444,35828900,100.174815
"2016-03-08",100.779999,101.760002,100.400002,101.029999,95.936798,31561900,99.3656006666667
"2016-03-09",101.309998,101.580002,100.269997,101.120003,96.022263,27201700,99.290754
"2016-03-10",101.410004,102.239998,100.150002,101.169998,96.069733,33513600,99.4865776666667
"2016-03-11",102.239998,102.279999,101.5,102.260002,97.104797,27408200,100.294932
"2016-03-14",101.910004,102.910004,101.779999,102.519997,97.351677,25076100,100.68056
"2016-03-15",103.959999,105.18,103.849998,104.580002,99.307831,40067700,102.779276333333
"2016-03-16",104.610001,106.309998,104.589996,105.970001,100.627762,38303500,103.842585333333
"2016-03-17",105.519997,106.470001,104.959999,105.800003,100.466324,34420700,103.965441333333
"2016-03-18",106.339996,106.5,105.190002,105.919998,100.580276,44205200,104.090092666667
"2016-03-21",105.93,107.650002,105.139999,105.910004,100.570778,35502700,104.453593
"2016-03-22",105.25,107.290001,105.209999,106.720001,101.339943,32444400,104.613314333333
"2016-03-23",106.480003,107.07,105.900002,106.129997,100.779694,25703500,104.583232
"2016-03-24",105.470001,106.25,104.889999,105.669998,100.342873,26133000,103.827624
"2016-03-28",106,106.190002,105.059998,105.190002,99.887093,19411400,103.712364333333
"2016-03-29",104.889999,107.790001,104.879997,107.68,102.251556,31190100,104.973851333333
"2016-03-30",108.650002,110.419998,108.599998,109.559998,104.036758,45601100,107.685584666667
"2016-03-31",109.720001,109.900002,108.879997,108.989998,103.495514,25888400,107.425171
"2016-04-01",108.779999,110,108.199997,109.989998,104.445091,25874000,107.548362666667
"2016-04-04",110.419998,112.190002,110.269997,111.120003,105.518127,37356200,109.326042
"2016-04-05",109.510002,110.730003,109.419998,109.809998,104.274162,26578700,108.141387666667
"2016-04-06",110.230003,110.980003,109.199997,110.959999,105.366203,26404100,108.515401
"2016-04-07",109.949997,110.419998,108.120003,108.540001,103.068192,31801900,107.202731
"2016-04-08",108.910004,109.769997,108.169998,108.660004,103.182144,23581700,107.040713
"2016-04-11",108.970001,110.610001,108.830002,109.019997,103.523987,29407500,107.654663333333
"2016-04-12",109.339996,110.5,108.660004,110.440002,104.872406,27232300,108.010803333333
"2016-04-13",110.800003,112.339996,110.800003,112.040001,106.391754,33257300,109.843917666667
"2016-04-14",111.620003,112.389999,111.330002,112.099998,106.448715,25473900,110.056238666667
"2016-04-15",112.110001,112.300003,109.730003,109.849998,104.312149,46939000,108.780718333333
"2016-04-18",108.889999,108.949997,106.940002,107.480003,102.061638,60834000,105.983879
"2016-04-19",107.879997,108,106.230003,106.910004,101.52037,32384900,105.250124333333
"2016-04-20",106.639999,108.089996,106.059998,107.129997,101.729279,30611000,105.293091
"2016-04-21",106.93,106.93,105.519997,105.970001,100.627762,31552500,104.359253
"2016-04-22",105.010002,106.480003,104.620003,105.68,100.352371,33683100,103.817459
"2016-04-25",105,105.650002,104.510002,105.080002,99.782631,28031600,103.314211666667
"2016-04-26",103.910004,105.300003,103.910004,104.349998,99.089409,56016200,102.766472
"2016-04-27",96,98.709999,95.68,97.82,92.888634,114602100,95.7595443333333
"2016-04-28",97.610001,97.879997,94.25,94.830002,90.049362,82242700,94.0597863333333
"2016-04-29",93.989998,94.720001,92.510002,93.739998,89.014297,68531500,92.0814333333333
"2016-05-02",93.970001,94.080002,92.400002,93.639999,88.919334,48160100,91.7997793333333
"2016-05-03",94.199997,95.739998,93.68,95.18,90.381714,56831300,93.2672373333333
"2016-05-04",95.199997,95.900002,93.82,94.190002,89.441612,41025500,93.0538713333333
"2016-05-05",94,94.07,92.68,93.239998,89.078583,35890500,91.942861
"2016-05-06",93.370003,93.449997,91.849998,92.720001,88.581795,43458200,91.29393
"2016-05-09",93,93.769997,92.589996,92.790001,88.648651,32936400,91.669548
"2016-05-10",93.330002,93.57,92.110001,93.419998,89.250542,33686800,91.6435143333333
"2016-05-11",93.480003,93.57,92.459999,92.510002,88.381157,28719100,91.4703853333333
"2016-05-12",92.720001,92.779999,89.470001,90.339996,86.308014,76314700,89.519338
"2016-05-13",90,91.669998,90,90.519997,86.479965,44392800,89.383321
"2016-05-16",92.389999,94.389999,91.650002,93.879997,89.690018,61259800,91.9100063333333
"2016-05-17",94.550003,94.699997,93.010002,93.489998,89.317413,46916900,92.3424706666667
"2016-05-18",94.160004,95.209999,93.889999,94.559998,90.339684,42062400,93.1465606666667
"2016-05-19",94.639999,94.639999,93.57,94.199997,89.995728,30442100,92.7352423333333
"2016-05-20",94.639999,95.43,94.519997,95.220001,90.970207,32026000,93.640068
"2016-05-23",95.870003,97.190002,95.669998,96.43,92.126205,38018600,94.9954016666667
"2016-05-24",97.220001,98.089996,96.839996,97.900002,93.530609,35140200,96.1535336666667
"2016-05-25",98.669998,99.739998,98.110001,99.620003,95.173828,38168800,97.674609
"2016-05-26",99.68,100.730003,98.639999,100.410004,95.928566,56331200,98.432856
"2016-05-27",99.440002,100.470001,99.25,100.349998,95.871239,36229500,98.5304133333333
"2016-05-31",99.599998,100.400002,98.82,99.860001,95.403122,42307200,98.207708
"2016-06-01",99.019997,99.540001,98.330002,98.459999,94.065598,29173300,97.311867
"2016-06-02",97.599998,97.839996,96.629997,97.720001,93.358643,40191600,95.9428786666667
"2016-06-03",97.790001,98.269997,97.449997,97.919998,93.549706,28062900,96.4232333333333
"2016-06-06",97.989998,101.889999,97.550003,98.629997,94.228004,23292500,97.8893353333333
"2016-06-07",99.25,99.870003,98.959999,99.029999,94.610161,22409500,97.8133876666667
"2016-06-08",99.019997,99.559998,98.68,98.940002,94.524185,20848100,97.588061
"2016-06-09",98.5,99.989998,98.459999,99.650002,95.202492,26601400,97.884163
"2016-06-10",98.529999,99.349998,98.480003,98.830002,94.419098,31712900,97.4163663333333
"2016-06-13",98.690002,99.120003,97.099998,97.339996,92.995583,38020500,96.4051946666667
"2016-06-14",97.32,98.480003,96.75,97.459999,93.110229,31931900,96.1134106666667
"2016-06-15",97.82,98.410004,97.029999,97.139999,92.80452,29445200,96.0815076666667
"2016-06-16",96.449997,97.75,96.07,97.550003,93.196228,31326800,95.672076
"2016-06-17",96.620003,96.650002,95.300003,95.330002,91.075302,61008200,94.341769
"2016-06-20",96,96.57,95.029999,95.099998,90.85556,34411900,94.151853
"2016-06-21",94.940002,96.349998,94.68,95.910004,91.629425,35546400,94.2198076666667
"2016-06-22",96.25,96.889999,95.349998,95.550003,91.285477,29219100,94.5084913333333
"2016-06-23",95.940002,96.290001,95.25,96.099998,91.810951,32240200,94.4503173333333
"2016-06-24",92.910004,94.660004,92.650002,93.400002,89.231445,75311400,92.1804836666667
"2016-06-27",93,93.050003,91.5,92.040001,87.932129,45489600,90.8273773333333
"2016-06-28",92.900002,93.660004,92.139999,93.589996,89.412949,40444900,91.7376506666667
"2016-06-29",93.970001,94.550003,93.629997,94.400002,90.186806,36531000,92.7889353333333
"2016-06-30",94.440002,95.769997,94.300003,95.599998,91.333252,35836400,93.801084
"2016-07-01",95.489998,96.470001,95.330002,95.889999,91.610306,26026500,94.470103
"2016-07-05",95.389999,95.400002,94.459999,94.989998,90.750465,27705200,93.536822
"2016-07-06",94.599998,95.660004,94.370003,95.529999,91.26638,30949100,93.7654623333333
"2016-07-07",95.699997,96.5,95.620003,95.940002,91.658073,25139600,94.592692
"2016-07-08",96.489998,96.889999,96.050003,96.68,92.365028,28912100,95.1016766666667
"2016-07-11",96.75,97.650002,96.730003,96.980003,92.651665,23794900,95.6772233333333
"2016-07-12",97.169998,97.699997,97.120003,97.419998,93.072037,24167500,95.9640123333333
"2016-07-13",97.410004,97.669998,96.839996,96.870003,92.546562,25892200,95.6855186666667
"2016-07-14",97.389999,98.989998,97.32,98.790001,94.380875,38919000,96.8969576666667
"2016-07-15",98.919998,99.300003,98.5,98.779999,94.371315,30137000,97.3904393333333
"2016-07-18",98.699997,100.129997,98.599998,99.830002,95.374451,36493900,98.0348153333333
"2016-07-19",99.559998,100,99.339996,99.870003,95.412666,23779900,98.2508873333333
"2016-07-20",100,100.459999,99.739998,99.959999,95.498657,26276000,98.566218
"2016-07-21",99.830002,101,99.129997,99.43,94.99231,32702000,98.3741023333333
"2016-07-22",99.260002,99.300003,98.309998,98.660004,94.256683,28313700,97.2888946666667
"2016-07-25",98.25,98.839996,96.919998,97.339996,92.995583,40382900,96.251859
"2016-07-26",96.82,97.970001,96.419998,96.669998,92.355492,56239800,95.5818303333333
"2016-07-27",104.269997,104.349998,102.75,102.949997,98.355217,92344800,101.818405
"2016-07-28",102.830002,104.449997,102.82,104.339996,99.683159,39869800,102.317718666667
"2016-07-29",104.190002,104.550003,103.68,104.209999,99.558975,27733700,102.596326
"2016-08-01",104.410004,106.150002,104.410004,106.050003,101.316849,38167900,103.958951666667
"2016-08-02",106.050003,106.07,104,104.480003,99.816925,33816600,103.295641666667
"2016-08-03",104.809998,105.839996,104.769997,105.790001,101.068451,30202600,103.892814666667
"2016-08-04",105.580002,106,105.279999,105.870003,101.692818,27408700,104.324272333333
"2016-08-05",106.269997,107.650002,106.18,107.480003,103.239288,40553400,105.689763333333
"2016-08-08",107.519997,108.370003,107.160004,108.370003,104.094177,28037200,106.541394666667
"2016-08-09",108.230003,108.940002,108.010002,108.809998,104.516815,26315200,107.155606333333
"2016-08-10",108.709999,108.900002,107.760002,108,103.738762,24008500,106.799588666667
"2016-08-11",108.519997,108.93,107.849998,107.93,103.671532,27484500,106.817176666667
"2016-08-12",107.779999,108.440002,107.779999,108.18,103.911659,18660400,106.710553333333
"2016-08-15",108.139999,109.540001,108.080002,109.480003,105.160378,25868200,107.593460333333
"2016-08-16",109.629997,110.230003,109.209999,109.379997,105.064316,33794400,108.168106
"2016-08-17",109.099998,109.370003,108.339996,109.220001,104.910622,25356000,107.540207
"2016-08-18",109.230003,109.599998,109.019997,109.080002,104.776161,21984700,107.798718666667
"2016-08-19",108.769997,109.690002,108.360001,109.360001,105.045113,25368100,107.698372
"2016-08-22",108.860001,109.099998,107.849998,108.510002,104.228661,25820200,107.059552333333
"2016-08-23",108.589996,109.32,108.529999,108.849998,104.555229,21257700,107.468409333333
"2016-08-24",108.57,108.75,107.68,108.029999,103.767593,23675100,106.732531
"2016-08-25",107.389999,107.879997,106.68,107.57,103.325737,25086200,105.961911333333
"2016-08-26",107.410004,107.949997,106.309998,106.940002,102.720581,27766300,105.660192
"2016-08-29",106.620003,107.440002,106.290001,106.82,102.605331,24970300,105.445111333333
"2016-08-30",105.800003,106.5,105.5,106,101.817673,24863900,104.605891
"2016-08-31",105.660004,106.57,105.639999,106.099998,101.913734,29662400,104.707911
"2016-09-01",106.139999,106.800003,105.620003,106.730003,102.518875,26701500,104.979627
"2016-09-02",107.699997,108,106.82,107.730003,103.479424,26802500,106.099808
"2016-09-06",107.900002,108.300003,107.510002,107.699997,103.450592,26880400,106.420199
"2016-09-07",107.830002,108.760002,107.07,108.360001,104.084557,42364300,106.638186333333
"2016-09-08",107.25,107.269997,105.239998,105.519997,101.356606,53002000,104.622200333333
"2016-09-09",104.639999,105.720001,103.129997,103.129997,99.060921,46557000,102.636973
"2016-09-12",102.650002,105.720001,102.529999,105.440002,101.27977,45292800,103.17659
"2016-09-13",107.510002,108.790001,107.239998,107.949997,103.690727,62176200,106.573575333333
"2016-09-14",108.730003,113.029999,108.599998,111.769997,107.360023,110888700,109.66334
"2016-09-15",113.860001,115.730003,113.489998,115.57,111.010086,89983600,113.410029
"2016-09-16",115.120003,116.129997,114.040001,114.919998,110.385735,79886900,113.518577666667
"2016-09-19",115.190002,116.18,113.25,113.580002,109.098602,47023000,112.842867333333
"2016-09-20",113.050003,114.120003,112.510002,113.57,109.088982,34514300,111.906329
"2016-09-21",113.849998,113.989998,112.440002,113.550003,109.069778,36003200,111.833259333333
"2016-09-22",114.349998,114.940002,114,114.620003,110.097565,31074000,113.012522333333
"2016-09-23",114.419998,114.790001,111.550003,112.709999,108.262924,52481200,111.534309333333
"2016-09-26",111.639999,113.389999,111.550003,112.879997,108.426224,29869400,111.122075333333
"2016-09-27",113,113.18,112.339996,113.089996,108.627937,24607400,111.382644333333
"2016-09-28",113.690002,114.639999,113.43,113.949997,109.454002,29641100,112.508000333333
"2016-09-29",113.160004,113.800003,111.800003,112.18,107.753845,35887000,111.117950333333
"2016-09-30",112.459999,113.370003,111.800003,113.050003,108.589523,36379100,111.253176333333
"2016-10-03",112.709999,113.050003,112.279999,112.519997,108.080414,21701800,111.136805333333
"2016-10-04",113.059998,114.309998,112.629997,113,108.541481,29736800,111.827158666667
"2016-10-05",113.400002,113.660004,112.690002,113.050003,108.589523,21453100,111.646509666667
"2016-10-06",113.699997,114.339996,113.129997,113.889999,109.39637,28779300,112.288787666667
"2016-10-07",114.309998,114.559998,113.510002,114.059998,109.559677,24358400,112.543225666667
"2016-10-10",115.019997,116.75,114.720001,116.050003,111.471146,36236000,114.313715666667
"2016-10-11",117.699997,118.690002,116.199997,116.300003,111.711288,64041000,115.533762333333
"2016-10-12",117.349998,117.980003,116.75,117.339996,112.710236,37586800,115.813413
"2016-10-13",116.790001,117.440002,115.720001,116.980003,112.364464,35192400,115.174822333333
"2016-10-14",117.879997,118.169998,117.129997,117.629997,112.9888,35652200,116.096265
"2016-10-17",117.330002,117.839996,116.779999,117.550003,112.911964,23624900,115.843986333333
"2016-10-18",118.18,118.209999,117.449997,117.470001,112.835114,24553500,116.165036666667
"2016-10-19",117.25,117.760002,113.800003,117.120003,112.498932,20034600,114.686312333333
"2016-10-20",116.860001,117.379997,116.330002,117.059998,112.441284,24125800,115.383761
"2016-10-21",116.809998,116.910004,116.279999,116.599998,111.999451,23192700,115.063151333333
"2016-10-24",117.099998,117.739998,117,117.650002,113.008018,23538700,115.916005333333
"2016-10-25",117.949997,118.360001,117.309998,118.25,113.584343,48129000,116.418114
"2016-10-26",114.309998,115.699997,113.309998,115.589996,111.029289,66134200,113.346428
"2016-10-27",115.389999,115.860001,114.099998,114.480003,109.963097,34562000,113.307698666667
"2016-10-28",113.870003,115.209999,113.449997,113.720001,109.233078,37861700,112.631024666667
"2016-10-31",113.650002,114.230003,113.199997,113.540001,109.060188,26419400,112.163396
"2016-11-01",113.459999,113.769997,110.529999,111.489998,107.091064,43825800,110.463686666667
"2016-11-02",111.400002,112.349998,111.230003,111.589996,107.187111,28331700,110.255704
"2016-11-03",110.980003,111.459999,109.550003,109.830002,106.038208,26932600,109.01607
"2016-11-04",108.529999,110.25,108.110001,108.839996,105.082375,30837000,107.814125333333
"2016-11-07",110.080002,110.510002,109.459999,110.410004,106.598175,32560000,108.856058666667
"2016-11-08",110.309998,111.720001,109.699997,111.059998,107.225731,24054500,109.548576333333
"2016-11-09",109.879997,111.32,108.050003,110.879997,107.051956,59176400,108.807319666667
"2016-11-10",111.089996,111.089996,105.830002,107.790001,104.068626,57134500,106.996208
"2016-11-11",107.120003,108.870003,106.550003,108.43,104.686531,34094100,106.702179
"2016-11-14",107.709999,107.809998,104.080002,105.709999,102.060455,51175500,104.650151666667
"2016-11-15",106.57,107.68,106.160004,107.110001,103.412117,32264500,105.750707
"2016-11-16",106.699997,110.230003,106.599998,109.989998,106.19268,58840500,107.674227
"2016-11-17",109.809998,110.349998,108.830002,109.949997,106.15406,27632000,108.444686666667
"2016-11-18",109.720001,110.540001,109.660004,110.059998,106.260269,28428900,108.820091333333
"2016-11-21",110.120003,111.989998,110.010002,111.730003,107.87262,29264600,109.95754
"2016-11-22",111.949997,112.419998,111.400002,111.800003,107.940193,25965500,110.586731
"2016-11-23",111.360001,111.510002,110.330002,111.230003,107.38987,27426400,109.743291333333
"2016-11-25",111.129997,111.870003,110.949997,111.790001,107.930534,11475900,110.250178
"2016-11-28",111.43,112.470001,111.389999,111.57,107.71814,27194000,110.526046666667
"2016-11-29",110.779999,112.029999,110.07,111.459999,107.611946,28528800,109.903981666667
"2016-11-30",111.599998,112.199997,110.269997,110.519997,106.704384,36162300,109.724792666667
"2016-12-01",110.370003,110.940002,109.029999,109.489998,105.709946,37086900,108.559982333333
"2016-12-02",109.169998,110.089996,108.849998,109.900002,106.105789,26528000,108.348594333333
"2016-12-05",110,110.029999,108.25,109.110001,105.343063,34324500,107.874354
"2016-12-06",109.5,110.360001,109.190002,109.949997,106.15406,26195500,108.568021
"2016-12-07",109.260002,111.190002,109.160004,111.029999,107.19677,29998700,109.182258666667
"2016-12-08",110.860001,112.43,110.599998,112.120003,108.249146,27068300,110.426381333333
"2016-12-09",112.309998,114.699997,112.309998,113.949997,110.015961,34402600,112.341985333333
"2016-12-12",113.290001,115,112.489998,113.300003,109.388397,26374400,112.292798333333
"2016-12-13",113.839996,115.919998,113.75,115.190002,111.21315,43733800,113.627716
"2016-12-14",115.040001,116.199997,114.980003,115.190002,111.21315,34031800,114.13105
"2016-12-15",115.379997,116.730003,115.230003,115.82,111.821404,46524500,114.593803333333
"2016-12-16",116.470001,116.5,115.650002,115.970001,111.966232,44351100,114.705411333333
"2016-12-19",115.800003,117.379997,115.75,116.639999,112.613098,27779400,115.247698333333
"2016-12-20",116.739998,117.5,116.68,116.949997,112.912392,21425000,115.697464
"2016-12-21",116.800003,117.400002,116.779999,117.059998,113.018585,23783200,115.732862
"2016-12-22",116.349998,116.510002,115.639999,116.290001,112.275185,26085900,114.808395333333
"2016-12-23",115.589996,116.519997,115.589996,116.519997,112.497246,14249500,114.869079666667
"2016-12-27",116.519997,117.800003,116.489998,117.260002,113.211685,18296900,115.833895333333
"2016-12-28",117.519997,118.019997,116.199997,116.760002,112.728951,20905900,115.649648333333
"2016-12-29",116.449997,117.110001,116.400002,116.730003,112.699989,15039500,115.403330666667
"2016-12-30",116.650002,117.199997,115.43,115.82,111.821404,30586300,114.817133666667
"2017-01-03",115.800003,116.330002,114.760002,116.150002,112.140007,28781900,114.410003666667
"2017-01-04",115.849998,116.510002,115.75,116.019997,112.014503,21118100,114.758168333333
"2017-01-05",115.919998,116.860001,115.809998,116.610001,112.584129,22193600,115.084709333333
"2017-01-06",116.779999,118.160004,116.470001,117.910004,113.839249,31751900,116.156418
"2017-01-09",117.949997,119.43,117.940002,118.989998,114.88195,33561900,117.417317333333
"2017-01-10",118.769997,119.379997,118.300003,119.110001,114.997818,24462100,117.559272666667
"2017-01-11",118.739998,119.93,118.599998,119.75,115.615723,27588600,118.048573666667
"2017-01-12",118.900002,119.300003,118.209999,119.25,115.132988,27086200,117.547663333333
"2017-01-13",119.110001,119.620003,118.809998,119.040001,114.930237,26111900,117.786746
"2017-01-17",118.339996,120.239998,118.220001,120,115.857086,34439800,118.105695
"2017-01-18",120,120.5,119.709999,119.989998,115.847435,23713000,118.685811333333
"2017-01-19",119.400002,120.089996,119.370003,119.779999,115.644691,25597300,118.36823
"2017-01-20",120.449997,120.449997,119.730003,120,115.857086,32597900,118.679028666667
"2017-01-23",120,120.809998,119.769997,120.080002,115.934326,22050200,118.838107
"2017-01-24",119.550003,120.099998,119.5,119.970001,115.828125,23211000,118.476041
"2017-01-25",120.419998,122.099998,120.279999,121.879997,117.672188,32377600,120.017395
"2017-01-26",121.669998,122.440002,121.599998,121.940002,117.730118,26337600,120.590039333333
"2017-01-27",122.139999,122.349998,121.599998,121.949997,117.739769,20562900,120.563255
"2017-01-30",120.93,121.629997,120.660004,121.629997,117.430817,30377500,119.906939333333
"2017-01-31",121.150002,121.389999,120.620003,121.349998,117.160492,49201000,119.723498
"2017-02-01",127.029999,130.490005,127.010002,128.75,124.305,111985000,127.268335666667
"2017-02-02",127.980003,129.389999,127.779999,128.529999,124.092606,33710400,127.087534666667
"2017-02-03",128.309998,129.190002,128.160004,129.080002,124.623619,24507300,127.324541666667
"2017-02-06",129.130005,130.5,128.899994,130.289993,125.79184,26845900,128.397278
"2017-02-07",130.539993,132.089996,130.449997,131.529999,126.989029,38183800,129.843007333333
"2017-02-08",131.350006,132.220001,131.220001,132.039993,127.481415,23004100,130.307139
"2017-02-09",131.649994,132.449997,131.119995,132.419998,128.402603,28349900,130.657531666667
"2017-02-10",132.460007,132.940002,132.050003,132.119995,128.11171,20065500,131.033905
"2017-02-13",133.080002,133.820007,132.75,133.289993,129.246201,23035400,131.938736
"2017-02-14",133.470001,135.089996,133.25,135.020004,130.923721,33226200,133.087905666667
"2017-02-15",135.520004,136.270004,134.619995,135.509995,131.398834,35623100,134.096277666667
"2017-02-16",135.669998,135.899994,134.839996,135.350006,131.243729,22584600,133.994573
"2017-02-17",135.100006,135.830002,135.100006,135.720001,131.602493,22198200,134.177500333333
"2017-02-21",136.229996,136.75,135.979996,136.699997,132.55275,24507200,135.094248666667
"2017-02-22",136.429993,137.119995,136.110001,137.110001,132.950317,20836900,135.393437666667
"2017-02-23",137.380005,137.479996,136.300003,136.529999,132.387909,20788200,135.389302666667
"2017-02-24",135.910004,136.660004,135.279999,136.660004,132.513962,21776600,134.817988333333
"2017-02-27",137.139999,137.440002,136.279999,136.929993,132.775772,20257400,135.498591
"2017-02-28",137.080002,137.440002,136.699997,136.990005,132.833969,23482900,135.657989333333
"2017-03-01",137.889999,140.149994,137.600006,139.789993,135.548996,36414600,137.766332
"2017-03-02",140,140.279999,138.759995,138.960007,134.744186,26211000,137.92806
"2017-03-03",138.779999,139.830002,138.589996,139.779999,135.539307,21108100,137.986435
"2017-03-06",139.369995,139.770004,138.600006,139.339996,135.112656,21750000,137.827555333333
"2017-03-07",139.059998,139.979996,138.789993,139.520004,135.287201,17446300,138.019063333333
"2017-03-08",138.949997,139.800003,138.820007,139,134.782974,18707200,137.800994666667
"2017-03-09",138.740005,138.789993,137.050003,138.679993,134.472672,22155900,136.770889333333
"2017-03-10",139.25,139.360001,138.639999,139.139999,134.918732,19612800,137.639577333333
"2017-03-13",138.850006,139.429993,138.820007,139.199997,134.976898,17421700,137.742299333333
"2017-03-14",139.300003,139.649994,138.839996,138.990005,134.773285,15309100,137.754425
"2017-03-15",139.410004,140.75,139.029999,140.460007,136.198685,25691800,138.659561333333
"2017-03-16",140.720001,141.020004,140.259995,140.690002,136.421692,19232000,139.233897
"2017-03-17",141,141,139.889999,139.990005,135.74295,43885000,138.877649666667
"2017-03-20",140.399994,141.5,140.229996,141.460007,137.168365,21542000,139.632787
"2017-03-21",142.110001,142.800003,139.729996,139.839996,135.597504,39529900,139.375834333333
"2017-03-22",139.850006,141.600006,139.759995,141.419998,137.129562,25860200,139.496521
"2017-03-23",141.259995,141.580002,140.610001,140.919998,136.644714,20346300,139.611572333333
"2017-03-24",141.5,141.740005,140.350006,140.639999,136.37323,22395600,139.487747
"2017-03-27",139.389999,141.220001,138.619995,140.880005,136.605957,23575100,138.815317666667
"2017-03-28",140.910004,144.039993,140.619995,143.800003,139.437347,33374800,141.365778333333
"2017-03-29",143.679993,144.490005,143.190002,144.119995,139.74765,29190000,142.475885666667
"2017-03-30",144.190002,144.5,143.5,143.929993,139.563416,21207300,142.521138666667
"2017-03-31",143.720001,144.270004,143.009995,143.660004,139.301605,19661700,142.193868
"2017-04-03",143.710007,144.119995,143.050003,143.699997,139.340393,19985700,142.170130333333
"2017-04-04",143.25,144.889999,143.169998,144.770004,140.37793,19891400,142.812642333333
"2017-04-05",144.220001,145.460007,143.809998,144.020004,139.650681,27717900,142.973562
"2017-04-06",144.289993,144.520004,143.449997,143.660004,139.301605,21149000,142.423868666667
"2017-04-07",143.729996,144.179993,143.270004,143.339996,138.991318,16672200,142.147105
"2017-04-10",143.600006,143.880005,142.899994,143.169998,138.826462,18933400,141.868820333333
"2017-04-11",142.940002,143.350006,140.059998,141.630005,137.333206,30379400,140.247736666667
"2017-04-12",141.600006,142.149994,141.009995,141.800003,137.498032,20350000,140.219340333333
"2017-04-13",141.910004,142.380005,141.050003,141.050003,136.770782,17822900,140.06693
"2017-04-17",141.479996,141.880005,140.869995,141.830002,137.52713,16582100,140.092376666667
"2017-04-18",141.410004,142.039993,141.110001,141.199997,136.916229,14697500,140.022074333333
"2017-04-19",141.880005,142,140.449997,140.679993,136.412003,17328400,139.620666666667
